signal,position,position_change,actual_return,gross_return,transaction_cost,net_return,cumulative_return
0,0,-1,0.0039844065414335,0.0,0.005,-0.005,-0.10329198176160004
0,0,0,0.0037560180727419,0.0,0.0,0.0,-0.10329198176160004
1,1,1,0.0002994967482741,0.0002994967482741,0.005,-0.0047005032517259005,-0.10750696071717836
0,0,-1,-0.0072130135399958,-0.0,0.005,-0.005,-0.11196942591359249
0,0,0,-0.0060267172654399,-0.0,0.0,-0.0,-0.11196942591359249
0,0,0,0.0027605165312966,0.0,0.0,0.0,-0.11196942591359249
0,0,0,0.0071536747716856,0.0,0.0,0.0,-0.11196942591359249
0,0,0,-0.0024226103282543,-0.0,0.0,-0.0,-0.11196942591359249
0,0,0,0.0151219615928776,0.0,0.0,0.0,-0.11196942591359249
0,0,0,0.008758045226485,0.0,0.0,0.0,-0.11196942591359249
0,0,0,-0.0005988373389973,-0.0,0.0,-0.0,-0.11196942591359249
0,0,0,0.009637744260769,0.0,0.0,0.0,-0.11196942591359249
0,0,0,0.0066782017609155,0.0,0.0,0.0,-0.11196942591359249
0,0,0,-0.0038713877527088,-0.0,0.0,-0.0,-0.11196942591359249
0,0,0,-0.0066664874084615,-0.0,0.0,-0.0,-0.11196942591359249
0,0,0,0.0108641023275169,0.0,0.0,0.0,-0.11196942591359249
0,0,0,-0.0021212246461968,-0.0,0.0,-0.0,-0.11196942591359249
0,0,0,-0.0082836322800907,-0.0,0.0,-0.0,-0.11196942591359249
0,0,0,0.0045630559944104,0.0,0.0,0.0,-0.11196942591359249
1,1,1,0.0061483930647589,0.0061483930647589,0.005,0.0011483930647588998,-0.11094961776101775
0,0,-1,0.0012722852647958,0.0,0.005,-0.005,-0.11539486967221269
0,0,0,-0.0035042757735112,-0.0,0.0,-0.0,-0.11539486967221269
0,0,0,0.0012034001624223,0.0,0.0,0.0,-0.11539486967221269
0,0,0,-0.0032873888114893,-0.0,0.0,-0.0,-0.11539486967221269
0,0,0,-0.0012338038214436,-0.0,0.0,-0.0,-0.11539486967221269
0,0,0,-0.0004681668826503,-0.0,0.0,-0.0,-0.11539486967221269
0,0,0,0.0018722526559525,0.0,0.0,0.0,-0.11539486967221269
0,0,0,-0.0040568899813627,-0.0,0.0,-0.0,-0.11539486967221269
0,0,0,0.0011131900863567,0.0,0.0,0.0,-0.11539486967221269
0,0,0,-0.0147172967115004,-0.0,0.0,-0.0,-0.11539486967221269
0,0,0,0.0078917011986055,0.0,0.0,0.0,-0.11539486967221269
0,0,0,-0.0061539464672483,-0.0,0.0,-0.0,-0.11539486967221269
0,0,0,-0.0058620922795547,-0.0,0.0,-0.0,-0.11539486967221269
0,0,0,0.0015563655291123,0.0,0.0,0.0,-0.11539486967221269
0,0,0,-0.0092728995526137,-0.0,0.0,-0.0,-0.11539486967221269
0,0,0,-0.0088164838765073,-0.0,0.0,-0.0,-0.11539486967221269
0,0,0,0.0007782683722464,0.0,0.0,0.0,-0.11539486967221269
0,0,0,-0.0061972749056025,-0.0,0.0,-0.0,-0.11539486967221269
0,0,0,-0.0057024701971759,-0.0,0.0,-0.0,-0.11539486967221269
0,0,0,0.0015948781943261,0.0,0.0,0.0,-0.11539486967221269
1,1,1,0.0021641315452249,0.0021641315452249,0.005,-0.0028358684547751,-0.11790349345624151
1,1,0,-0.0079334861257596,-0.0079334861257596,0.0,-0.0079334861257596,-0.12490159385248745
0,0,-1,-0.0020245164576277,-0.0,0.005,-0.005,-0.12927708588322506
0,0,0,-0.0018400738707686,-0.0,0.0,-0.0,-0.12927708588322506
0,0,0,0.002281151540101,0.0,0.0,0.0,-0.12927708588322506
0,0,0,-0.0037110395668497,-0.0,0.0,-0.0,-0.12927708588322506
0,0,0,0.0049793585978435,0.0,0.0,0.0,-0.12927708588322506
0,0,0,0.0001331964714296,0.0,0.0,0.0,-0.12927708588322506
1,1,1,-0.0008096874761348,-0.0008096874761348,0.005,-0.0058096874761348,-0.13433571389255283
0,0,-1,0.0067700062963953,0.0,0.005,-0.005,-0.13866403532309002
0,0,0,-6.529617974470497e-06,-0.0,0.0,-0.0,-0.13866403532309002
0,0,0,0.0032413118749603,0.0,0.0,0.0,-0.13866403532309002
0,0,0,-0.0057456494107667,-0.0,0.0,-0.0,-0.13866403532309002
0,0,0,-0.0055903377730704,-0.0,0.0,-0.0,-0.13866403532309002
0,0,0,-0.0022509056629822,-0.0,0.0,-0.0,-0.13866403532309002
0,0,0,-0.0018773278719068,-0.0,0.0,-0.0,-0.13866403532309002
0,0,0,-0.0027922271958572,-0.0,0.0,-0.0,-0.13866403532309002
0,0,0,-0.0027415950652297,-0.0,0.0,-0.0,-0.13866403532309002
0,0,0,0.0041282106359775,0.0,0.0,0.0,-0.13866403532309002
0,0,0,0.0031215959866969,0.0,0.0,0.0,-0.13866403532309002
0,0,0,-0.0051246305856225,-0.0,0.0,-0.0,-0.13866403532309002
1,1,1,0.005340474917681,0.005340474917681,0.005,0.0003404749176810001,-0.138370772031421
0,0,-1,-0.0058166022412023,-0.0,0.005,-0.005,-0.14267891817126388
0,0,0,0.0082224784885258,0.0,0.0,0.0,-0.14267891817126388
0,0,0,0.006255240398787,0.0,0.0,0.0,-0.14267891817126388
0,0,0,0.0070746219278176,0.0,0.0,0.0,-0.14267891817126388
0,0,0,0.0048652366395684,0.0,0.0,0.0,-0.14267891817126388
0,0,0,0.0109726611738875,0.0,0.0,0.0,-0.14267891817126388
0,0,0,-0.006492461362583,-0.0,0.0,-0.0,-0.14267891817126388
0,0,0,0.0069915045020383,0.0,0.0,0.0,-0.14267891817126388
1,1,1,-0.0096772281996374,-0.0096772281996374,0.005,-0.0146772281996374,-0.15526201532962425
0,0,-1,-0.007604194578562,-0.0,0.005,-0.005,-0.15948570525297612
0,0,0,-0.0059580703550076,-0.0,0.0,-0.0,-0.15948570525297612
0,0,0,0.0007428940767848,0.0,0.0,0.0,-0.15948570525297612
1,1,1,-0.0013224140535809,-0.0013224140535809,0.005,-0.0063224140535809,-0.16479978464232037
1,1,0,0.0049600112404941,0.0049600112404941,0.0,0.0049600112404941,-0.16065718218608316
1,1,0,0.0027230682063485,0.0027230682063485,0.0,0.0027230682063485,-0.15837159444466709
0,0,-1,0.000720881715314,0.0,0.005,-0.005,-0.16257973647244373
0,0,0,-0.0001506322098047,-0.0,0.0,-0.0,-0.16257973647244373
0,0,0,-0.0023847090941678,-0.0,0.0,-0.0,-0.16257973647244373
0,0,0,-0.0123813058676654,-0.0,0.0,-0.0,-0.16257973647244373
0,0,0,0.006703224170371,0.0,0.0,0.0,-0.16257973647244373
0,0,0,0.0022464325466396,0.0,0.0,0.0,-0.16257973647244373
0,0,0,-0.010011854822483,-0.0,0.0,-0.0,-0.16257973647244373
0,0,0,0.0106441060441899,0.0,0.0,0.0,-0.16257973647244373
0,0,0,0.0049567936950008,0.0,0.0,0.0,-0.16257973647244373
0,0,0,0.0008099761975044,0.0,0.0,0.0,-0.16257973647244373
0,0,0,0.0002241194374661,0.0,0.0,0.0,-0.16257973647244373
1,1,1,-0.0048475424916849,-0.0048475424916849,0.005,-0.0098475424916849,-0.17082626810092927
0,0,-1,0.0037279319306541,0.0,0.005,-0.005,-0.17497213676042467
0,0,0,0.0083817562365674,0.0,0.0,0.0,-0.17497213676042467
0,0,0,-0.0052111117090274,-0.0,0.0,-0.0,-0.17497213676042467
0,0,0,-0.0006149545407224,-0.0,0.0,-0.0,-0.17497213676042467
0,0,0,-0.0123769626554753,-0.0,0.0,-0.0,-0.17497213676042467
0,0,0,5.934608069521673e-05,0.0,0.0,0.0,-0.17497213676042467
1,1,1,0.005056815412811,0.005056815412811,0.005,5.6815412810999784e-05,-0.17492526246179407
0,0,-1,-0.0009071694519165,-0.0,0.005,-0.005,-0.17905063614948513
